id,crossing_id,captured_at,interval_minutes,total_vehicles,cars,motorcycles,buses,trucks,lane_breakdown,fps
212,2,2026-05-03 16:59:26.77986,5,16,16,0,0,0,"{""Blace L1"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2
213,2,2026-05-03 17:04:27.082217,5,15,15,0,0,0,"{""Blace L1"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2
214,2,2026-05-03 17:09:27.375311,5,13,13,0,0,0,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
215,2,2026-05-03 17:14:27.649073,5,13,13,0,0,0,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
216,2,2026-05-03 17:19:29.174396,5,15,14,0,1,0,"{""Blace L1"": {""total"": 5, ""by_type"": {""bus"": 1, ""car"": 4}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",0.5
217,2,2026-05-03 17:24:29.227262,5,14,14,0,0,0,"{""Blace L1"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
218,2,2026-05-03 17:29:47.711669,5,11,11,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
219,2,2026-05-03 17:34:47.793085,5,13,12,0,0,1,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 2, ""truck"": 1}}}",2
220,2,2026-05-03 17:39:47.979732,5,14,14,0,0,0,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2
221,2,2026-05-03 17:44:48.173287,5,15,14,0,1,0,"{""Blace L1"": {""total"": 5, ""by_type"": {""bus"": 1, ""car"": 4}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
222,2,2026-05-03 17:49:59.716631,5,13,13,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
223,2,2026-05-03 17:55:00.001954,5,11,11,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
224,2,2026-05-03 18:00:00.340851,5,16,15,0,0,1,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 7, ""by_type"": {""car"": 6, ""truck"": 1}}}",2
225,2,2026-05-03 18:05:00.510781,5,12,12,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
226,2,2026-05-03 22:25:58.714794,5,12,12,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",0.5
227,2,2026-05-03 22:30:58.800536,5,9,8,0,1,0,"{""Blace L1"": {""total"": 2, ""by_type"": {""bus"": 1, ""car"": 1}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
228,2,2026-05-03 22:35:58.958901,5,7,6,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
229,2,2026-05-03 22:40:59.101686,5,8,7,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",1
230,2,2026-05-03 22:45:59.400165,5,9,7,0,2,0,"{""Blace L1"": {""total"": 2, ""by_type"": {""bus"": 2}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2
231,2,2026-05-03 22:50:59.575389,5,6,4,0,2,0,"{""Blace L1"": {""total"": 2, ""by_type"": {""bus"": 2}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",2
232,2,2026-05-03 22:55:59.837617,5,11,9,0,2,0,"{""Blace L1"": {""total"": 2, ""by_type"": {""bus"": 2}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
233,2,2026-05-03 23:01:00.340666,5,8,7,0,1,0,"{""Blace L1"": {""total"": 2, ""by_type"": {""bus"": 1, ""car"": 1}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2
234,2,2026-05-03 23:06:00.882989,5,11,9,0,1,1,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 7, ""by_type"": {""car"": 7}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 2, ""truck"": 1}}}",2
235,2,2026-05-03 23:11:27.342815,5,10,10,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
236,2,2026-05-03 23:16:27.506958,5,10,7,0,3,0,"{""Blace L1"": {""total"": 4, ""by_type"": {""bus"": 3, ""car"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2
237,2,2026-05-03 23:21:27.863261,5,5,5,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2
238,2,2026-05-03 23:26:29.318571,5,6,6,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2
239,2,2026-05-03 23:31:29.442003,5,3,2,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2.5
240,2,2026-05-03 23:36:30.477626,5,5,4,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",0.5
241,2,2026-05-03 23:41:30.551799,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2.5
242,2,2026-05-03 23:46:30.915643,5,6,5,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2.5
243,2,2026-05-03 23:51:31.271898,5,7,7,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",1.5
244,2,2026-05-03 23:56:53.739232,5,7,7,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
245,2,2026-05-04 00:01:54.337906,5,10,10,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2.5
246,2,2026-05-04 00:06:54.547014,5,8,8,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",3
247,2,2026-05-04 00:12:24.562969,5,9,9,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
248,2,2026-05-04 00:17:25.416983,5,10,10,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",1
249,2,2026-05-04 00:22:25.809815,5,7,7,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
250,2,2026-05-04 00:27:47.243083,5,6,6,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
251,2,2026-05-04 00:32:47.257117,5,8,8,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",1.5
252,2,2026-05-04 00:37:47.40573,5,8,7,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2.5
253,2,2026-05-04 00:42:47.64088,5,12,12,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",3
254,2,2026-05-04 00:47:47.99081,5,14,14,0,0,0,"{""Blace L1"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",3
255,2,2026-05-04 00:52:50.448278,5,17,17,0,0,0,"{""Blace L1"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L2"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",0.5
256,2,2026-05-04 00:58:12.965539,5,10,10,0,0,0,"{""Blace L1"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",2.5
257,2,2026-05-04 01:03:15.614327,5,6,6,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",0.5
258,2,2026-05-04 01:08:15.965431,5,7,7,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",2.5
259,2,2026-05-04 01:13:16.279816,5,4,4,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2.5
260,2,2026-05-04 01:18:16.476607,5,6,6,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2.5
261,2,2026-05-04 01:23:17.634752,5,10,10,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",3
262,2,2026-05-04 01:28:17.868042,5,8,8,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 4, ""by_type"": {""car"": 4}}}",3
263,2,2026-05-04 01:33:17.950555,5,3,3,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",3
264,2,2026-05-04 01:38:18.263748,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",1
265,2,2026-05-04 01:43:18.569664,5,2,2,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",3
266,2,2026-05-04 01:48:18.902831,5,3,3,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",3
267,2,2026-05-04 01:53:19.039735,5,3,3,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",0.5
268,2,2026-05-04 01:58:19.206584,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",3
269,2,2026-05-04 02:03:19.320918,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
270,2,2026-05-04 02:08:19.329023,5,4,4,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",2
271,2,2026-05-04 02:13:19.635016,5,2,1,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2
272,2,2026-05-04 02:18:40.475697,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",0.5
273,2,2026-05-04 02:23:40.700472,5,2,2,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
274,2,2026-05-04 02:28:40.875651,5,1,1,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2
275,2,2026-05-04 02:33:41.305513,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
276,2,2026-05-04 02:38:41.787048,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
277,2,2026-05-04 02:43:41.865778,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
278,2,2026-05-04 02:48:42.186796,5,2,1,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2
279,2,2026-05-04 02:53:42.791078,5,2,2,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
280,2,2026-05-04 02:58:42.865287,5,1,1,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
281,2,2026-05-04 03:03:57.4613,5,1,1,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",0.5
282,2,2026-05-04 03:08:57.596719,5,1,1,0,0,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
283,2,2026-05-04 03:13:57.994321,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
284,2,2026-05-04 03:18:58.086891,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
285,2,2026-05-04 03:23:58.405793,5,4,3,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
286,2,2026-05-04 03:29:03.957356,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
287,2,2026-05-04 03:34:18.592956,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",0.5
288,2,2026-05-04 03:39:19.095428,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
289,2,2026-05-04 03:44:19.359401,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
290,2,2026-05-04 03:49:19.58955,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
291,2,2026-05-04 03:54:20.043895,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
292,2,2026-05-04 03:59:22.522047,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
293,2,2026-05-04 04:04:22.931269,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
294,2,2026-05-04 04:09:23.378139,5,4,4,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 2, ""by_type"": {""car"": 2}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",2
295,2,2026-05-04 04:14:23.650639,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
296,2,2026-05-04 04:19:24.086555,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
297,2,2026-05-04 04:24:24.302142,5,1,0,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
298,2,2026-05-04 04:29:24.825776,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
299,2,2026-05-04 04:34:24.855089,5,1,1,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
300,2,2026-05-04 04:39:25.31485,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",2
301,2,2026-05-04 04:44:26.309478,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",1.5
302,2,2026-05-04 11:04:23.632554,5,0,0,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 0, ""by_type"": {}}, ""Blace L3"": {""total"": 0, ""by_type"": {}}}",3
303,2,2026-05-04 12:30:13.241966,5,14,14,0,0,0,"{""Blace L1"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",3.5
304,2,2026-05-04 12:35:13.466441,5,12,11,0,1,0,"{""Blace L1"": {""total"": 1, ""by_type"": {""bus"": 1}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",3.5
305,2,2026-05-04 12:40:13.500272,5,15,13,0,1,1,"{""Blace L1"": {""total"": 5, ""by_type"": {""bus"": 1, ""car"": 3, ""truck"": 1}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",3
306,2,2026-05-04 12:45:13.919709,5,18,18,0,0,0,"{""Blace L1"": {""total"": 7, ""by_type"": {""car"": 7}}, ""Blace L2"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
307,2,2026-05-04 12:50:14.460634,5,17,16,0,0,1,"{""Blace L1"": {""total"": 7, ""by_type"": {""car"": 6, ""truck"": 1}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
308,2,2026-05-04 12:55:14.569221,5,15,14,0,0,1,"{""Blace L1"": {""total"": 6, ""by_type"": {""car"": 5, ""truck"": 1}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
309,2,2026-05-04 13:00:14.930278,5,17,17,0,0,0,"{""Blace L1"": {""total"": 6, ""by_type"": {""car"": 6}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2
310,2,2026-05-04 13:05:15.30992,5,3,3,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 2, ""by_type"": {""car"": 2}}}",2
311,2,2026-05-04 13:10:15.825105,5,6,6,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 3, ""by_type"": {""car"": 3}}}",2
312,2,2026-05-04 13:15:16.315037,5,10,10,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 4, ""by_type"": {""car"": 4}}, ""Blace L3"": {""total"": 6, ""by_type"": {""car"": 6}}}",2
313,2,2026-05-04 13:20:26.528431,5,4,4,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 3, ""by_type"": {""car"": 3}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",0.5
314,2,2026-05-04 13:25:26.76604,5,2,2,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 1, ""by_type"": {""car"": 1}}, ""Blace L3"": {""total"": 1, ""by_type"": {""car"": 1}}}",2
315,2,2026-05-04 13:30:27.17276,5,10,10,0,0,0,"{""Blace L1"": {""total"": 0, ""by_type"": {}}, ""Blace L2"": {""total"": 5, ""by_type"": {""car"": 5}}, ""Blace L3"": {""total"": 5, ""by_type"": {""car"": 5}}}",2
