id,crossing_id,track_id,vehicle_type,lane,entered_at,exited_at,duration_sec,frame_count,avg_confidence,notes
6920,2,16834,car,Blace L2,2026-05-03 16:38:41.897839,2026-05-03 16:41:21.682434,159.78,489,0.805,
6923,2,16845,car,Blace L2,2026-05-03 16:38:48.086852,2026-05-03 16:41:34.320045,166.23,509,0.796,
6896,2,16840,car,Blace L1,2026-05-03 16:38:48.408825,2026-05-03 16:38:57.984689,9.58,30,0.398,
6921,2,16837,car,Blace L1,2026-05-03 16:38:48.408825,2026-05-03 16:41:27.15106,158.74,486,0.824,
6908,2,16840,car,Blace L1,2026-05-03 16:39:07.732783,2026-05-03 16:40:07.354725,59.62,182,0.648,
6919,2,16856,car,Blace L3,2026-05-03 16:39:08.719655,2026-05-03 16:41:14.695026,125.98,386,0.735,
6964,2,16860,car,Blace L1,2026-05-03 16:39:19.993338,2026-05-03 16:45:00.666505,340.67,1036,0.783,
6902,2,16865,car,,2026-05-03 16:39:22.745138,2026-05-03 16:39:28.466517,5.72,18,0.421,
6904,2,16864,car,Blace L1,2026-05-03 16:39:28.80717,2026-05-03 16:39:37.287309,8.48,27,0.436,
6906,2,16871,car,Blace L3,2026-05-03 16:39:29.162473,2026-05-03 16:40:01.485865,32.32,100,0.868,
6914,2,16872,car,Blace L2,2026-05-03 16:39:29.162473,2026-05-03 16:40:50.065149,80.9,249,0.898,
6918,2,16873,car,Blace L2,2026-05-03 16:39:29.162473,2026-05-03 16:41:12.79292,103.63,319,0.687,
6913,2,16864,car,Blace L1,2026-05-03 16:39:39.29866,2026-05-03 16:40:50.065149,70.77,218,0.652,
6915,2,16879,car,Blace L2,2026-05-03 16:39:54.935416,2026-05-03 16:40:50.065149,55.13,170,0.48,
6907,2,16887,car,Blace L2,2026-05-03 16:40:01.818543,2026-05-03 16:40:06.700679,4.88,16,0.371,
6943,2,16892,car,Blace L3,2026-05-03 16:40:06.050614,2026-05-03 16:43:00.723441,174.67,531,0.796,
6930,2,16840,car,Blace L1,2026-05-03 16:40:07.989348,2026-05-03 16:41:58.450396,110.46,340,0.809,
6924,2,16890,car,Blace L3,2026-05-03 16:40:11.30123,2026-05-03 16:41:37.521854,86.22,266,0.723,
6911,2,16896,car,,2026-05-03 16:40:19.10965,2026-05-03 16:40:28.69572,9.59,30,0.374,
6910,2,16887,car,Blace L2,2026-05-03 16:40:23.356185,2026-05-03 16:40:28.028795,4.67,15,0.332,
6966,2,16898,car,Blace L1,2026-05-03 16:40:50.404759,2026-05-03 16:45:10.473423,260.07,790,0.696,
6925,2,16904,car,Blace L1,2026-05-03 16:40:50.738315,2026-05-03 16:41:43.346123,52.61,163,0.878,
6949,2,16913,car,Blace L3,2026-05-03 16:41:00.564636,2026-05-03 16:43:51.315269,170.75,518,0.849,
6917,2,16901,car,Blace L2,2026-05-03 16:41:05.629867,2026-05-03 16:41:11.472307,5.84,19,0.358,
6927,2,16873,car,Blace L2,2026-05-03 16:41:13.432506,2026-05-03 16:41:49.983046,36.55,113,0.789,
6922,2,16923,car,Blace L3,2026-05-03 16:41:16.026179,2026-05-03 16:41:27.48955,11.46,36,0.387,
6952,2,16919,car,Blace L3,2026-05-03 16:41:17.356247,2026-05-03 16:44:23.111063,185.75,563,0.791,
6960,2,16923,car,Blace L3,2026-05-03 16:41:29.779898,2026-05-03 16:44:46.482794,196.7,596,0.778,
6932,2,16932,car,Blace L2,2026-05-03 16:41:32.688186,2026-05-03 16:42:03.264264,30.58,95,0.586,
6929,2,16947,car,Blace L1,2026-05-03 16:41:38.475333,2026-05-03 16:41:53.179697,14.7,46,0.507,
6926,2,16948,car,Blace L2,2026-05-03 16:41:39.421744,2026-05-03 16:41:48.633366,9.21,29,0.437,
6928,2,16946,bus,Blace L1,2026-05-03 16:41:41.395478,2026-05-03 16:41:50.293523,8.9,28,0.39,
6946,2,16953,car,Blace L2,2026-05-03 16:41:48.267027,2026-05-03 16:43:16.061669,87.79,264,0.811,
6954,2,16948,car,Blace L2,2026-05-03 16:41:49.299807,2026-05-03 16:44:33.34112,164.04,496,0.817,
7008,2,16964,truck,Blace L1,2026-05-03 16:41:52.540875,2026-05-03 16:48:15.068264,382.53,1166,0.703,
6974,2,16947,car,Blace L1,2026-05-03 16:41:53.873369,2026-05-03 16:45:41.243285,227.37,689,0.782,
6933,2,16969,car,Blace L3,2026-05-03 16:41:55.841564,2026-05-03 16:42:06.775111,10.93,35,0.424,
6941,2,16973,car,Blace L3,2026-05-03 16:41:57.504993,2026-05-03 16:42:54.445805,56.94,178,0.582,
6931,2,16960,car,Blace L2,2026-05-03 16:41:58.133043,2026-05-03 16:42:03.264264,5.13,17,0.394,
6934,2,16932,car,Blace L2,2026-05-03 16:42:03.900108,2026-05-03 16:42:14.789702,10.89,35,0.531,
6935,2,16982,car,Blace L2,2026-05-03 16:42:11.248154,2026-05-03 16:42:20.894134,9.65,31,0.372,
6936,2,16987,car,Blace L1,2026-05-03 16:42:13.816382,2026-05-03 16:42:26.639045,12.82,41,0.452,
6938,2,16932,car,Blace L2,2026-05-03 16:42:15.444441,2026-05-03 16:42:44.135113,28.69,90,0.56,
6947,2,16987,car,Blace L1,2026-05-03 16:42:29.572731,2026-05-03 16:43:27.946727,58.37,172,0.399,
6937,2,16982,car,Blace L2,2026-05-03 16:42:37.000336,2026-05-03 16:42:41.514808,4.51,15,0.361,
6939,2,16999,truck,Blace L2,2026-05-03 16:42:37.298338,2026-05-03 16:42:44.135113,6.84,22,0.354,
6940,2,16932,car,Blace L2,2026-05-03 16:42:44.813592,2026-05-03 16:42:49.980927,5.17,17,0.585,
6942,2,16982,car,Blace L2,2026-05-03 16:42:46.101138,2026-05-03 16:42:54.445805,8.34,27,0.406,
6944,2,16932,car,Blace L2,2026-05-03 16:42:57.380737,2026-05-03 16:43:04.573226,7.19,23,0.897,
6959,2,17007,car,Blace L2,2026-05-03 16:42:57.715024,2026-05-03 16:44:44.514143,106.8,326,0.827,
6984,2,17005,car,Blace L1,2026-05-03 16:42:57.715024,2026-05-03 16:46:23.632561,205.92,629,0.766,
6945,2,17008,car,Blace L3,2026-05-03 16:43:01.038918,2026-05-03 16:43:07.217079,6.18,20,0.327,
6976,2,17018,car,Blace L3,2026-05-03 16:43:09.138534,2026-05-03 16:45:45.54235,156.4,477,0.812,
6979,2,17017,car,Blace L3,2026-05-03 16:43:09.138534,2026-05-03 16:45:57.606647,168.47,514,0.737,
6957,2,17022,car,Blace L2,2026-05-03 16:43:14.081269,2026-05-03 16:44:40.876697,86.8,265,0.575,
6948,2,16987,car,Blace L1,2026-05-03 16:43:36.034714,2026-05-03 16:43:44.239953,8.21,26,0.345,
6950,2,17052,car,Blace L2,2026-05-03 16:43:56.614689,2026-05-03 16:44:05.701317,9.09,29,0.346,
6962,2,17056,car,,2026-05-03 16:44:02.876533,2026-05-03 16:44:52.795477,49.92,153,0.378,
6951,2,16987,car,Blace L1,2026-05-03 16:44:08.036779,2026-05-03 16:44:15.629141,7.59,24,0.342,
6973,2,17065,car,Blace L3,2026-05-03 16:44:17.579795,2026-05-03 16:45:41.243285,83.66,256,0.678,
6953,2,17070,car,Blace L3,2026-05-03 16:44:21.119447,2026-05-03 16:44:29.690536,8.57,27,0.504,
6961,2,16987,car,Blace L1,2026-05-03 16:44:21.803591,2026-05-03 16:44:50.135877,28.33,87,0.378,
6955,2,17074,car,Blace L2,2026-05-03 16:44:25.772986,2026-05-03 16:44:35.674649,9.9,31,0.507,
6958,2,17070,car,Blace L3,2026-05-03 16:44:31.001814,2026-05-03 16:44:41.206824,10.21,32,0.482,
6956,2,17075,car,,2026-05-03 16:44:31.358624,2026-05-03 16:44:37.263179,5.9,19,0.344,
6963,2,17075,car,,2026-05-03 16:44:40.224953,2026-05-03 16:44:52.795477,12.57,39,0.369,
6985,2,17022,car,Blace L2,2026-05-03 16:44:41.543531,2026-05-03 16:46:25.296892,103.75,318,0.897,
6986,2,17074,car,Blace L2,2026-05-03 16:44:42.852631,2026-05-03 16:46:30.243403,107.39,329,0.815,
6987,2,17093,car,Blace L3,2026-05-03 16:44:45.501336,2026-05-03 16:46:37.848927,112.35,344,0.825,
6972,2,17096,car,Blace L2,2026-05-03 16:44:48.46876,2026-05-03 16:45:41.243285,52.77,162,0.588,
6980,2,16987,car,Blace L1,2026-05-03 16:44:50.805562,2026-05-03 16:46:00.554917,69.75,214,0.56,
6975,2,17082,car,Blace L2,2026-05-03 16:44:51.120917,2026-05-03 16:45:41.243285,50.12,154,0.69,
6965,2,17075,car,,2026-05-03 16:44:58.711074,2026-05-03 16:45:04.278585,5.57,18,0.336,
6977,2,17098,car,Blace L3,2026-05-03 16:45:00.316061,2026-05-03 16:45:45.842908,45.53,140,0.545,
6967,2,17122,car,Blace L3,2026-05-03 16:45:03.627632,2026-05-03 16:45:22.449655,18.82,59,0.456,
6968,2,17127,car,Blace L2,2026-05-03 16:45:08.834119,2026-05-03 16:45:23.435865,14.6,46,0.358,
6969,2,16898,car,Blace L1,2026-05-03 16:45:11.129779,2026-05-03 16:45:29.38517,18.26,57,0.58,
6971,2,17134,car,Blace L1,2026-05-03 16:45:18.623361,2026-05-03 16:45:35.663231,17.04,53,0.446,
6970,2,17139,car,Blace L1,2026-05-03 16:45:23.109272,2026-05-03 16:45:32.022746,8.91,28,0.4,
7017,2,17122,car,Blace L3,2026-05-03 16:45:28.095373,2026-05-03 16:48:39.831213,191.74,590,0.825,
6978,2,17129,car,,2026-05-03 16:45:32.022746,2026-05-03 16:45:50.800951,18.78,58,0.411,
7039,2,17134,car,Blace L1,2026-05-03 16:45:41.603952,2026-05-03 16:50:10.383873,268.78,825,0.818,
6988,2,17148,car,Blace L2,2026-05-03 16:45:41.952666,2026-05-03 16:46:39.158074,57.21,176,0.691,
7015,2,17139,car,Blace L1,2026-05-03 16:45:45.842908,2026-05-03 16:48:23.852981,158.01,487,0.656,
6996,2,17098,car,Blace L3,2026-05-03 16:45:46.45954,2026-05-03 16:47:22.735209,96.28,296,0.858,
7034,2,16987,car,Blace L1,2026-05-03 16:46:01.187065,2026-05-03 16:49:43.022059,221.83,681,0.803,
6983,2,17160,car,Blace L1,2026-05-03 16:46:12.573517,2026-05-03 16:46:22.005539,9.43,30,0.443,
7030,2,17159,car,Blace L3,2026-05-03 16:46:13.215484,2026-05-03 16:49:26.930691,193.72,596,0.832,
6981,2,17164,car,Blace L2,2026-05-03 16:46:14.76416,2026-05-03 16:46:19.355524,4.59,15,0.377,
6982,2,17165,car,Blace L2,2026-05-03 16:46:14.76416,2026-05-03 16:46:19.355524,4.59,15,0.34,
7013,2,17162,car,Blace L3,2026-05-03 16:46:21.007727,2026-05-03 16:48:23.852981,122.85,379,0.684,
6993,2,17177,car,Blace L2,2026-05-03 16:46:33.182269,2026-05-03 16:47:05.82163,32.64,101,0.901,
6995,2,17164,car,Blace L2,2026-05-03 16:46:34.195696,2026-05-03 16:47:16.927176,42.73,132,0.846,
6991,2,17183,car,Blace L2,2026-05-03 16:46:38.503305,2026-05-03 16:47:02.99083,24.49,76,0.656,
6997,2,17184,car,Blace L1,2026-05-03 16:46:38.503305,2026-05-03 16:47:24.663467,46.16,143,0.417,
7007,2,17186,car,Blace L2,2026-05-03 16:46:44.321135,2026-05-03 16:48:12.499938,88.18,273,0.742,
6989,2,17191,car,Blace L1,2026-05-03 16:46:54.293675,2026-05-03 16:46:59.945677,5.65,18,0.355,
6992,2,17199,car,,2026-05-03 16:46:56.248056,2026-05-03 16:47:02.99083,6.74,21,0.416,
6990,2,17200,car,Blace L3,2026-05-03 16:46:57.610085,2026-05-03 16:47:02.99083,5.38,17,0.439,
6994,2,17200,car,Blace L3,2026-05-03 16:47:05.503968,2026-05-03 16:47:11.715715,6.21,20,0.348,
7005,2,17183,car,Blace L2,2026-05-03 16:47:06.126992,2026-05-03 16:48:02.284942,56.16,174,0.9,
6998,2,17200,car,Blace L3,2026-05-03 16:47:13.992283,2026-05-03 16:47:25.329771,11.34,36,0.384,
7021,2,17210,car,Blace L2,2026-05-03 16:47:14.650005,2026-05-03 16:48:59.600899,104.95,324,0.842,
7097,2,17184,car,Blace L1,2026-05-03 16:47:25.329771,2026-05-03 16:55:58.03113,512.7,1559,0.695,
6999,2,17219,car,Blace L2,2026-05-03 16:47:31.51583,2026-05-03 16:47:36.279202,4.76,16,0.46,
7001,2,17219,car,Blace L2,2026-05-03 16:47:36.969573,2026-05-03 16:47:50.376273,13.41,42,0.41,
7000,2,17222,car,Blace L1,2026-05-03 16:47:37.636353,2026-05-03 16:47:50.057171,12.42,39,0.349,
7009,2,17221,car,Blace L2,2026-05-03 16:47:37.636353,2026-05-03 16:48:15.068264,37.43,117,0.455,
7042,2,17224,car,Blace L3,2026-05-03 16:47:44.541941,2026-05-03 16:50:19.205379,154.66,475,0.812,
7002,2,17225,car,,2026-05-03 16:47:44.873035,2026-05-03 16:47:56.459572,11.59,37,0.627,
7012,2,17226,car,Blace L3,2026-05-03 16:47:50.982525,2026-05-03 16:48:23.852981,32.87,103,0.553,
7003,2,17227,car,Blace L3,2026-05-03 16:47:51.285035,2026-05-03 16:47:56.459572,5.17,17,0.379,
7004,2,17222,car,Blace L1,2026-05-03 16:47:52.25356,2026-05-03 16:48:00.277554,8.02,26,0.338,
7027,2,17219,car,Blace L2,2026-05-03 16:47:52.935211,2026-05-03 16:49:16.325056,83.39,257,0.762,
7014,2,17232,car,,2026-05-03 16:48:00.934179,2026-05-03 16:48:23.852981,22.92,72,0.869,
7300,2,15482,truck,,2026-05-03 16:48:06.401153,2026-05-03 17:25:10.703615,2224.3,4375,0.709,
7010,2,17222,car,Blace L1,2026-05-03 16:48:08.994967,2026-05-03 16:48:15.698214,6.7,22,0.336,
7011,2,17221,car,Blace L2,2026-05-03 16:48:15.698214,2026-05-03 16:48:23.852981,8.15,26,0.657,
7077,2,17252,truck,Blace L1,2026-05-03 16:48:23.852981,2026-05-03 16:54:15.55573,351.7,1064,0.858,
7016,2,17226,car,Blace L3,2026-05-03 16:48:24.509362,2026-05-03 16:48:34.189174,9.68,31,0.485,
7018,2,17259,car,Blace L3,2026-05-03 16:48:24.509362,2026-05-03 16:48:45.775698,21.27,66,0.464,
7022,2,17255,car,Blace L1,2026-05-03 16:48:24.509362,2026-05-03 16:49:04.822632,40.31,124,0.483,
7025,2,17253,car,Blace L2,2026-05-03 16:48:24.509362,2026-05-03 16:49:10.020414,45.51,140,0.847,
7029,2,17256,truck,Blace L1,2026-05-03 16:48:24.509362,2026-05-03 16:49:25.577156,61.07,188,0.468,
7081,2,17257,car,Blace L1,2026-05-03 16:48:24.509362,2026-05-03 16:54:39.651738,375.14,1135,0.796,
7019,2,17226,car,Blace L3,2026-05-03 16:48:34.881458,2026-05-03 16:48:50.572477,15.69,49,0.469,
7020,2,17279,car,Blace L2,2026-05-03 16:48:46.717941,2026-05-03 16:48:58.584494,11.87,37,0.393,
7082,2,17280,car,Blace L3,2026-05-03 16:48:48.706257,2026-05-03 16:54:42.014027,353.31,1068,0.73,
7067,2,17283,car,Blace L3,2026-05-03 16:48:50.235687,2026-05-03 16:53:09.601912,259.37,782,0.816,
7031,2,17278,car,Blace L3,2026-05-03 16:48:59.947103,2026-05-03 16:49:36.742583,36.8,113,0.523,
7023,2,17279,car,Blace L2,2026-05-03 16:49:00.618703,2026-05-03 16:49:06.792296,6.17,20,0.391,
7024,2,17226,bus,Blace L3,2026-05-03 16:49:04.200283,2026-05-03 16:49:10.020414,5.82,19,0.529,
7036,2,17307,car,Blace L2,2026-05-03 16:49:07.460273,2026-05-03 16:50:01.185315,53.73,165,0.866,
7026,2,17226,car,Blace L3,2026-05-03 16:49:10.720861,2026-05-03 16:49:15.995355,5.27,17,0.642,
7045,2,17315,car,Blace L2,2026-05-03 16:49:12.011147,2026-05-03 16:51:01.244895,109.23,326,0.87,
7028,2,17320,car,Blace L2,2026-05-03 16:49:13.982024,2026-05-03 16:49:21.100642,7.12,23,0.469,
7041,2,17226,car,Blace L3,2026-05-03 16:49:16.68528,2026-05-03 16:50:14.653492,57.97,178,0.542,
7051,2,17320,car,Blace L2,2026-05-03 16:49:21.765078,2026-05-03 16:51:37.715616,135.95,408,0.795,
7035,2,17256,truck,Blace L1,2026-05-03 16:49:26.262702,2026-05-03 16:49:46.57801,20.32,62,0.548,
7033,2,17348,car,Blace L2,2026-05-03 16:49:32.444094,2026-05-03 16:49:43.022059,10.58,33,0.479,
7032,2,17353,car,Blace L1,2026-05-03 16:49:33.724777,2026-05-03 16:49:42.698105,8.97,28,0.498,
7072,2,17278,car,Blace L3,2026-05-03 16:49:38.098261,2026-05-03 16:53:33.072732,234.97,708,0.792,
7040,2,17376,truck,Blace L3,2026-05-03 16:49:47.502641,2026-05-03 16:50:14.653492,27.15,84,0.613,
7038,2,17256,truck,Blace L1,2026-05-03 16:49:50.065131,2026-05-03 16:50:10.045253,19.98,62,0.705,
7073,2,17362,car,Blace L2,2026-05-03 16:49:50.065131,2026-05-03 16:53:48.341256,238.28,718,0.762,
7037,2,17374,car,Blace L2,2026-05-03 16:50:02.528097,2026-05-03 16:50:07.725822,5.2,17,0.317,
7044,2,17256,car,Blace L1,2026-05-03 16:50:10.7295,2026-05-03 16:50:36.579843,25.85,80,0.871,
7058,2,17348,car,Blace L2,2026-05-03 16:50:15.603617,2026-05-03 16:52:21.659158,126.06,376,0.834,
7055,2,17397,car,Blace L1,2026-05-03 16:50:17.607133,2026-05-03 16:52:00.435462,102.83,305,0.529,
7043,2,17404,car,Blace L2,2026-05-03 16:50:26.043573,2026-05-03 16:50:32.657089,6.61,21,0.491,
7060,2,17226,car,Blace L3,2026-05-03 16:50:29.311128,2026-05-03 16:52:43.488754,134.18,401,0.905,
7065,2,17416,truck,,2026-05-03 16:50:39.84776,2026-05-03 16:53:01.348577,141.5,431,0.625,
7071,2,17412,car,Blace L1,2026-05-03 16:50:39.84776,2026-05-03 16:53:23.920214,164.07,499,0.853,
7083,2,17414,car,Blace L2,2026-05-03 16:50:39.84776,2026-05-03 16:54:43.923741,244.08,743,0.84,
7046,2,17429,car,,2026-05-03 16:51:01.572526,2026-05-03 16:51:07.187075,5.61,18,0.316,
7047,2,17422,car,Blace L3,2026-05-03 16:51:06.239127,2026-05-03 16:51:13.130279,6.89,22,0.334,
7049,2,17429,car,,2026-05-03 16:51:07.843246,2026-05-03 16:51:22.172716,14.33,45,0.337,
7048,2,17422,car,Blace L3,2026-05-03 16:51:16.634189,2026-05-03 16:51:21.843576,5.21,17,0.375,
7050,2,17434,car,Blace L2,2026-05-03 16:51:18.934447,2026-05-03 16:51:29.297498,10.36,33,0.572,
7053,2,17429,car,,2026-05-03 16:51:26.392041,2026-05-03 16:51:44.02472,17.63,55,0.332,
7052,2,17434,car,Blace L2,2026-05-03 16:51:31.207712,2026-05-03 16:51:44.02472,12.82,40,0.398,
7054,2,17438,car,Blace L2,2026-05-03 16:51:37.715616,2026-05-03 16:51:48.584004,10.87,34,0.345,
7091,2,17434,car,Blace L2,2026-05-03 16:51:51.155299,2026-05-03 16:55:29.416126,218.26,665,0.814,
7076,2,17438,car,Blace L2,2026-05-03 16:51:52.840022,2026-05-03 16:54:06.740748,133.9,407,0.588,
7057,2,17442,car,Blace L3,2026-05-03 16:52:00.110483,2026-05-03 16:52:21.327546,21.22,66,0.411,
7056,2,17397,car,Blace L1,2026-05-03 16:52:13.111477,2026-05-03 16:52:19.987883,6.88,22,0.327,
7061,2,17442,car,Blace L3,2026-05-03 16:52:22.313562,2026-05-03 16:52:50.775512,28.46,88,0.371,
7101,2,17397,car,Blace L1,2026-05-03 16:52:28.470616,2026-05-03 16:56:07.230683,218.76,669,0.733,
7059,2,17486,car,Blace L3,2026-05-03 16:52:33.784299,2026-05-03 16:52:39.601743,5.82,19,0.348,
7085,2,17488,car,Blace L1,2026-05-03 16:52:37.675308,2026-05-03 16:54:45.818698,128.14,391,0.646,
7063,2,17490,car,Blace L2,2026-05-03 16:52:38.628255,2026-05-03 16:52:53.385736,14.76,46,0.406,
7062,2,17491,car,Blace L1,2026-05-03 16:52:43.148402,2026-05-03 16:52:51.425308,8.28,26,0.367,
7064,2,17490,car,Blace L2,2026-05-03 16:52:54.058109,2026-05-03 16:52:59.294432,5.24,17,0.344,
7088,2,17442,car,Blace L3,2026-05-03 16:52:57.314847,2026-05-03 16:55:18.766977,141.45,432,0.811,
7066,2,17494,car,,2026-05-03 16:52:59.623554,2026-05-03 16:53:07.956695,8.33,26,0.349,
7102,2,17503,car,Blace L3,2026-05-03 16:52:59.623554,2026-05-03 16:56:07.230683,187.61,574,0.787,
7069,2,17416,truck,,2026-05-03 16:53:02.021788,2026-05-03 16:53:23.920214,21.9,67,0.474,
7068,2,17490,car,Blace L2,2026-05-03 16:53:08.606642,2026-05-03 16:53:19.272595,10.67,33,0.348,
7070,2,17499,car,Blace L3,2026-05-03 16:53:18.950974,2026-05-03 16:53:23.920214,4.97,16,0.377,
7075,2,17510,car,Blace L3,2026-05-03 16:53:24.620414,2026-05-03 16:54:02.459847,37.84,117,0.883,
7078,2,17515,car,Blace L2,2026-05-03 16:53:24.620414,2026-05-03 16:54:25.325911,60.71,187,0.482,
7084,2,17512,truck,,2026-05-03 16:53:24.620414,2026-05-03 16:54:45.818698,81.2,249,0.685,
7122,2,17513,car,Blace L2,2026-05-03 16:53:24.620414,2026-05-03 16:58:55.367539,330.75,849,0.754,
7074,2,17514,car,Blace L1,2026-05-03 16:53:43.214418,2026-05-03 16:53:51.299373,8.08,26,0.33,
7115,2,17520,car,Blace L3,2026-05-03 16:53:54.965588,2026-05-03 16:57:29.281286,214.32,596,0.799,
7103,2,17438,car,Blace L2,2026-05-03 16:54:07.382094,2026-05-03 16:56:09.622361,122.24,375,0.801,
7121,2,17534,car,Blace L3,2026-05-03 16:54:15.55573,2026-05-03 16:58:41.188283,265.63,667,0.799,
7079,2,17539,car,,2026-05-03 16:54:25.679277,2026-05-03 16:54:31.025794,5.35,17,0.39,
7090,2,17515,car,Blace L2,2026-05-03 16:54:26.330392,2026-05-03 16:55:19.079782,52.75,162,0.498,
7080,2,17540,car,,2026-05-03 16:54:34.419136,2026-05-03 16:54:39.309046,4.89,16,0.379,
7086,2,17541,car,Blace L1,2026-05-03 16:54:35.747239,2026-05-03 16:54:45.818698,10.07,32,0.523,
7127,2,17539,car,Blace L3,2026-05-03 16:54:46.138616,2026-05-03 16:59:34.227941,288.09,672,0.789,
7087,2,17552,car,Blace L2,2026-05-03 16:54:46.467746,2026-05-03 16:55:09.732627,23.26,72,0.924,
7095,2,17555,car,Blace L1,2026-05-03 16:54:46.467746,2026-05-03 16:55:45.582124,59.11,183,0.615,
7099,2,17554,bus,,2026-05-03 16:54:46.467746,2026-05-03 16:56:07.230683,80.76,249,0.856,
7105,2,17553,car,Blace L1,2026-05-03 16:54:46.467746,2026-05-03 16:56:31.886309,105.42,324,0.895,
7089,2,17562,car,Blace L2,2026-05-03 16:55:13.926728,2026-05-03 16:55:19.079782,5.15,17,0.325,
7092,2,17562,car,Blace L2,2026-05-03 16:55:22.997502,2026-05-03 16:55:30.390627,7.39,24,0.352,
7093,2,17575,car,,2026-05-03 16:55:30.076829,2026-05-03 16:55:34.838205,4.76,16,0.341,
7096,2,17434,car,Blace L2,2026-05-03 16:55:30.076829,2026-05-03 16:55:55.393536,25.32,79,0.833,
7111,2,17566,car,Blace L2,2026-05-03 16:55:30.390627,2026-05-03 16:56:53.844745,83.45,239,0.741,lane_switch:Blace L2>Blace L1
7094,2,17562,car,Blace L2,2026-05-03 16:55:33.904015,2026-05-03 16:55:39.34174,5.44,18,0.504,
7098,2,17576,car,Blace L3,2026-05-03 16:55:35.153805,2026-05-03 16:56:07.230683,32.08,99,0.609,
7100,2,17555,car,Blace L1,2026-05-03 16:55:48.562959,2026-05-03 16:56:07.230683,18.67,58,0.39,
7106,2,17596,car,Blace L2,2026-05-03 16:56:07.944759,2026-05-03 16:56:32.877227,24.93,77,0.527,
7114,2,17594,car,Blace L2,2026-05-03 16:56:07.944759,2026-05-03 16:57:28.206855,80.26,187,0.902,
7117,2,17595,car,Blace L3,2026-05-03 16:56:07.944759,2026-05-03 16:57:43.889664,95.94,216,0.632,
7113,2,17601,car,Blace L3,2026-05-03 16:56:19.716824,2026-05-03 16:57:03.319768,43.6,105,0.41,
7104,2,17602,car,,2026-05-03 16:56:22.276169,2026-05-03 16:56:27.603101,5.33,17,0.437,
7109,2,17598,car,Blace L3,2026-05-03 16:56:26.941588,2026-05-03 16:56:44.148857,17.21,53,0.344,
7107,2,17607,car,Blace L2,2026-05-03 16:56:27.274818,2026-05-03 16:56:33.525022,6.25,20,0.398,
7108,2,17610,car,,2026-05-03 16:56:30.922587,2026-05-03 16:56:37.043062,6.12,20,0.357,
7110,2,17607,car,Blace L2,2026-05-03 16:56:34.176056,2026-05-03 16:56:46.990667,12.81,39,0.396,
7116,2,17596,car,Blace L2,2026-05-03 16:56:39.64639,2026-05-03 16:57:32.641101,52.99,98,0.74,lane_switch:Blace L2>Blace L1
7154,2,17598,car,Blace L3,2026-05-03 16:56:46.638323,2026-05-03 17:03:28.118704,401.48,735,0.775,
7112,2,17607,car,Blace L2,2026-05-03 16:56:49.637269,2026-05-03 16:57:01.035376,11.4,17,0.503,
7131,2,17617,car,Blace L3,2026-05-03 16:57:04.44281,2026-05-03 16:59:50.060627,165.62,303,0.702,
7147,2,17618,car,Blace L2,2026-05-03 16:57:06.243997,2026-05-03 17:02:03.675406,297.43,549,0.767,
7130,2,17607,car,Blace L2,2026-05-03 16:57:15.377756,2026-05-03 16:59:34.227941,138.85,259,0.855,
7118,2,17622,car,Blace L2,2026-05-03 16:57:20.180408,2026-05-03 16:57:49.792658,29.61,56,0.642,
7126,2,17626,car,Blace L1,2026-05-03 16:57:26.611386,2026-05-03 16:59:27.296843,120.69,225,0.853,
7123,2,17629,car,Blace L3,2026-05-03 16:57:28.742465,2026-05-03 16:58:55.939065,87.2,163,0.429,
7145,2,17639,car,Blace L1,2026-05-03 16:57:43.351958,2026-05-03 17:01:56.690849,253.34,467,0.876,
7140,2,17595,car,Blace L3,2026-05-03 16:57:44.974369,2026-05-03 17:01:03.931973,198.96,366,0.815,
7119,2,17640,car,Blace L2,2026-05-03 16:57:47.649906,2026-05-03 16:57:58.344019,10.69,21,0.473,
7120,2,17622,car,Blace L2,2026-05-03 16:57:55.145308,2026-05-03 16:58:05.860433,10.72,21,0.455,
7124,2,17640,car,Blace L2,2026-05-03 16:58:02.044053,2026-05-03 16:59:14.308665,72.26,135,0.504,
7137,2,17622,car,Blace L2,2026-05-03 16:58:06.972967,2026-05-03 17:00:46.24782,159.27,292,0.813,
7158,2,17650,car,Blace L1,2026-05-03 16:58:12.996201,2026-05-03 17:04:05.196183,352.2,652,0.853,
7177,2,17652,car,Blace L1,2026-05-03 16:58:17.860262,2026-05-03 17:06:44.553962,506.69,940,0.742,
7184,2,17658,car,Blace L1,2026-05-03 16:58:47.687553,2026-05-03 17:08:02.563352,554.88,1029,0.691,
7128,2,17660,car,Blace L1,2026-05-03 16:58:53.660346,2026-05-03 16:59:34.227941,40.57,76,0.454,
7155,2,17629,car,Blace L3,2026-05-03 16:58:58.141114,2026-05-03 17:03:42.061613,283.92,525,0.729,
7129,2,17662,car,,2026-05-03 16:59:03.506844,2026-05-03 16:59:34.227941,30.72,58,0.418,
7125,2,17664,car,Blace L3,2026-05-03 16:59:13.768773,2026-05-03 16:59:25.692616,11.92,23,0.437,
7152,2,17640,car,Blace L2,2026-05-03 16:59:26.226565,2026-05-03 17:03:07.107535,220.88,408,0.832,
7156,2,17665,car,Blace L1,2026-05-03 16:59:38.18343,2026-05-03 17:04:04.672153,266.49,498,0.93,
