id,crossing_id,track_id,vehicle_type,lane,entered_at,exited_at,duration_sec,was_reassigned,frame_count,avg_confidence,notes
1475,5,26,car,,2026-05-05 17:33:22.38189+02,2026-05-05 17:33:27.397207+02,5.02,f,36,0.444,
1476,5,26,car,,2026-05-05 17:33:29.692878+02,2026-05-05 17:33:36.997797+02,7.3,f,50,0.416,
1479,5,26,car,,2026-05-05 17:33:37.575658+02,2026-05-05 17:33:48.771374+02,11.2,f,79,0.436,
1477,5,122,car,,2026-05-05 17:33:41.900041+02,2026-05-05 17:33:45.194667+02,3.29,f,24,0.316,
1478,5,126,truck,,2026-05-05 17:33:42.04254+02,2026-05-05 17:33:48.629139+02,6.59,f,47,0.489,
1480,5,26,car,,2026-05-05 17:33:49.488615+02,2026-05-05 17:33:51.935207+02,2.45,f,18,0.402,
1486,5,11,car,,2026-05-05 17:33:52.223511+02,2026-05-05 17:34:08.18571+02,15.96,f,98,0.495,
1483,5,133,car,,2026-05-05 17:33:53.657167+02,2026-05-05 17:33:57.665596+02,4.01,f,29,0.487,
1484,5,2,car,,2026-05-05 17:33:54.523888+02,2026-05-05 17:34:04.07593+02,9.55,f,53,0.62,
1485,5,141,car,,2026-05-05 17:33:57.954265+02,2026-05-05 17:34:04.07593+02,6.12,f,29,0.604,
1487,5,2,car,,2026-05-05 17:34:06.350495+02,2026-05-05 17:34:10.459057+02,4.11,f,30,0.6,
1488,5,157,truck,,2026-05-05 17:34:07.054404+02,2026-05-05 17:34:10.459057+02,3.4,f,25,0.54,
1490,5,11,car,,2026-05-05 17:34:08.896487+02,2026-05-05 17:34:16.388585+02,7.49,f,53,0.502,
1492,5,2,car,,2026-05-05 17:34:10.744614+02,2026-05-05 17:34:24.253199+02,13.51,f,94,0.619,
1489,5,165,truck,,2026-05-05 17:34:12.477119+02,2026-05-05 17:34:16.097354+02,3.62,f,26,0.549,
1491,5,11,car,,2026-05-05 17:34:16.67502+02,2026-05-05 17:34:22.256662+02,5.58,f,39,0.503,
1493,5,223,car,,2026-05-05 17:34:23.399049+02,2026-05-05 17:34:25.697675+02,2.3,f,17,0.456,
1496,5,2,car,,2026-05-05 17:34:24.544907+02,2026-05-05 17:34:42.743988+02,18.2,f,80,0.631,
1497,5,250,car,,2026-05-05 17:34:26.568098+02,2026-05-05 17:34:42.743988+02,16.18,f,66,0.498,
1494,5,269,car,Kafasan L2,2026-05-05 17:34:30.638266+02,2026-05-05 17:34:33.914378+02,3.28,f,24,0.79,
1495,5,273,car,,2026-05-05 17:34:32.346937+02,2026-05-05 17:34:34.912914+02,2.57,f,19,0.551,
1500,5,250,car,,2026-05-05 17:34:43.745048+02,2026-05-05 17:34:58.761267+02,15.02,f,105,0.503,
1498,5,2,car,,2026-05-05 17:34:46.647512+02,2026-05-05 17:34:49.61415+02,2.97,f,22,0.605,
1499,5,290,truck,,2026-05-05 17:34:46.929713+02,2026-05-05 17:34:49.61415+02,2.68,f,20,0.547,
1501,5,2,car,,2026-05-05 17:34:49.900022+02,2026-05-05 17:34:58.905983+02,9.01,f,63,0.583,
1502,5,295,car,,2026-05-05 17:34:50.657785+02,2026-05-05 17:34:58.905983+02,8.25,f,58,0.569,
1503,5,2,truck,,2026-05-05 17:34:59.203512+02,2026-05-05 17:35:07.499288+02,8.3,f,43,0.611,
1506,5,250,car,,2026-05-05 17:35:06.322829+02,2026-05-05 17:35:14.844681+02,8.52,f,59,0.486,
1504,5,2,car,,2026-05-05 17:35:07.79264+02,2026-05-05 17:35:11.264288+02,3.47,f,24,0.601,
1505,5,326,truck,,2026-05-05 17:35:07.936522+02,2026-05-05 17:35:11.264288+02,3.33,f,23,0.538,
1507,5,2,car,,2026-05-05 17:35:11.554207+02,2026-05-05 17:35:16.993195+02,5.44,f,39,0.616,
1508,5,250,car,,2026-05-05 17:35:16.139376+02,2026-05-05 17:35:18.421222+02,2.28,f,17,0.456,
1511,5,2,car,,2026-05-05 17:35:17.279784+02,2026-05-05 17:35:28.691896+02,11.41,f,80,0.631,
1512,5,250,car,,2026-05-05 17:35:19.132151+02,2026-05-05 17:35:28.691896+02,9.56,f,67,0.496,
1509,5,416,car,Kafasan L2,2026-05-05 17:35:23.311266+02,2026-05-05 17:35:26.648174+02,3.34,f,24,0.79,
1510,5,420,car,,2026-05-05 17:35:25.064955+02,2026-05-05 17:35:27.663072+02,2.6,f,19,0.551,
1515,5,250,car,,2026-05-05 17:35:29.707677+02,2026-05-05 17:35:44.717374+02,15.01,f,105,0.503,
1513,5,2,car,,2026-05-05 17:35:32.602847+02,2026-05-05 17:35:35.605294+02,3,f,22,0.605,
1514,5,437,truck,,2026-05-05 17:35:32.888103+02,2026-05-05 17:35:35.605294+02,2.72,f,20,0.547,
1517,5,2,car,,2026-05-05 17:35:35.897146+02,2026-05-05 17:35:44.859991+02,8.96,f,63,0.583,
1516,5,442,car,,2026-05-05 17:35:36.617714+02,2026-05-05 17:35:44.859991+02,8.24,f,58,0.569,
1518,5,2,truck,,2026-05-05 17:35:45.154929+02,2026-05-05 17:35:53.411518+02,8.26,f,43,0.611,
1521,5,250,car,,2026-05-05 17:35:52.266957+02,2026-05-05 17:35:59.007195+02,6.74,f,48,0.477,
1519,5,2,car,,2026-05-05 17:35:53.697976+02,2026-05-05 17:35:56.97651+02,3.28,f,24,0.603,
1520,5,473,truck,,2026-05-05 17:35:53.839235+02,2026-05-05 17:35:56.97651+02,3.14,f,23,0.536,
1522,5,477,truck,Kafasan L2,2026-05-05 17:35:55.550689+02,2026-05-05 17:36:00.178601+02,4.63,f,33,0.838,lane_switch:Kafasan L2>Kafasan L1>Kafasan L2>Kafasan L1
1524,5,2,car,,2026-05-05 17:35:58.711793+02,2026-05-05 17:36:37.718434+02,39.01,f,100,0.652,
1523,5,250,car,,2026-05-05 17:36:02.373153+02,2026-05-05 17:36:33.305347+02,30.93,f,44,0.514,
1525,5,501,truck,,2026-05-05 17:36:06.683547+02,2026-05-05 17:36:37.718434+02,31.03,f,45,0.558,
1529,5,250,car,,2026-05-05 17:36:33.594684+02,2026-05-05 17:36:41.204841+02,7.61,f,54,0.503,
1528,5,474,car,,2026-05-05 17:36:37.152256+02,2026-05-05 17:36:41.204841+02,4.05,f,29,0.367,
1527,5,2,truck,,2026-05-05 17:36:38.006179+02,2026-05-05 17:36:41.057301+02,3.05,f,22,0.641,
1526,5,505,car,Kafasan L3,2026-05-05 17:36:38.42647+02,2026-05-05 17:36:40.912911+02,2.49,f,18,0.795,
1530,5,250,car,,2026-05-05 17:36:41.493859+02,2026-05-05 17:36:57.997758+02,16.5,f,101,0.509,
1532,5,2,car,,2026-05-05 17:36:42.209278+02,2026-05-05 17:37:02.461634+02,20.25,f,127,0.673,
1531,5,474,car,,2026-05-05 17:36:51.99272+02,2026-05-05 17:36:58.287023+02,6.29,f,45,0.388,
1533,5,539,truck,,2026-05-05 17:36:57.712988+02,2026-05-05 17:37:02.461634+02,4.75,f,34,0.563,
1537,5,250,car,,2026-05-05 17:36:58.287023+02,2026-05-05 17:37:05.969098+02,7.68,f,54,0.503,
1536,5,474,car,,2026-05-05 17:37:01.880832+02,2026-05-05 17:37:05.969098+02,4.09,f,29,0.367,
1535,5,2,truck,,2026-05-05 17:37:02.77771+02,2026-05-05 17:37:05.821987+02,3.04,f,22,0.641,
1534,5,545,car,Kafasan L3,2026-05-05 17:37:03.221159+02,2026-05-05 17:37:05.679615+02,2.46,f,18,0.795,
1538,5,250,car,,2026-05-05 17:37:06.262367+02,2026-05-05 17:37:22.386445+02,16.12,f,98,0.51,
1542,5,2,car,,2026-05-05 17:37:06.988182+02,2026-05-05 17:37:34.293892+02,27.31,f,175,0.684,
1539,5,474,car,,2026-05-05 17:37:16.806061+02,2026-05-05 17:37:24.550668+02,7.74,f,55,0.398,
1540,5,250,car,,2026-05-05 17:37:22.677978+02,2026-05-05 17:37:29.663696+02,6.99,f,49,0.502,
1541,5,474,car,,2026-05-05 17:37:24.837438+02,2026-05-05 17:37:30.102505+02,5.27,f,37,0.428,
1543,5,587,truck,,2026-05-05 17:37:29.372046+02,2026-05-05 17:37:34.293892+02,4.92,f,35,0.566,
1546,5,250,car,,2026-05-05 17:37:29.953981+02,2026-05-05 17:37:37.782846+02,7.83,f,55,0.501,
1544,5,474,car,,2026-05-05 17:37:33.72118+02,2026-05-05 17:37:35.874834+02,2.15,f,16,0.365,
1545,5,588,car,Kafasan L3,2026-05-05 17:37:34.585212+02,2026-05-05 17:37:37.339791+02,2.75,f,20,0.776,
1561,5,2,truck,,2026-05-05 17:37:34.585212+02,2026-05-05 17:39:27.85824+02,113.27,f,436,0.687,
1548,5,250,car,,2026-05-05 17:37:38.510264+02,2026-05-05 17:37:54.297247+02,15.79,f,95,0.515,
1547,5,474,car,,2026-05-05 17:37:40.682218+02,2026-05-05 17:37:43.419179+02,2.74,f,20,0.339,
1549,5,474,car,,2026-05-05 17:37:48.642401+02,2026-05-05 17:37:56.483586+02,7.84,f,55,0.398,
1550,5,250,car,,2026-05-05 17:37:54.586447+02,2026-05-05 17:38:32.699207+02,38.11,f,95,0.515,
1552,5,474,car,,2026-05-05 17:37:56.778072+02,2026-05-05 17:38:40.286307+02,43.51,f,133,0.439,
1553,5,250,car,,2026-05-05 17:38:32.984707+02,2026-05-05 17:38:40.286307+02,7.3,f,52,0.521,
1551,5,636,truck,,2026-05-05 17:38:34.977646+02,2026-05-05 17:38:37.267638+02,2.29,f,17,0.536,
1555,5,250,car,,2026-05-05 17:38:40.86571+02,2026-05-05 17:39:17.931356+02,37.07,f,93,0.508,
1556,5,474,car,,2026-05-05 17:38:41.860072+02,2026-05-05 17:39:20.672493+02,38.81,f,105,0.423,
1554,5,665,truck,,2026-05-05 17:38:44.763231+02,2026-05-05 17:39:13.036441+02,28.27,f,32,0.551,
1557,5,621,car,,2026-05-05 17:39:17.789869+02,2026-05-05 17:39:20.672493+02,2.88,f,21,0.438,
1562,5,250,car,,2026-05-05 17:39:18.360181+02,2026-05-05 17:39:28.299886+02,9.94,f,70,0.489,
1558,5,474,car,,2026-05-05 17:39:21.541422+02,2026-05-05 17:39:25.534743+02,3.99,f,29,0.366,
1559,5,700,truck,Kafasan L2,2026-05-05 17:39:24.390097+02,2026-05-05 17:39:27.559504+02,3.17,f,23,0.882,
1560,5,621,car,,2026-05-05 17:39:25.678705+02,2026-05-05 17:39:27.707113+02,2.03,f,15,0.545,
1563,5,250,car,,2026-05-05 17:40:36.266538+02,2026-05-05 17:40:39.093168+02,2.83,f,21,0.567,
1565,5,474,car,,2026-05-05 17:40:36.266538+02,2026-05-05 17:40:46.688125+02,10.42,f,74,0.444,
1574,5,2,car,,2026-05-05 17:40:36.408376+02,2026-05-05 17:41:10.439989+02,34.03,f,238,0.678,
1566,5,250,car,,2026-05-05 17:40:39.378412+02,2026-05-05 17:40:46.688125+02,7.31,f,52,0.521,
1564,5,713,truck,,2026-05-05 17:40:41.400915+02,2026-05-05 17:40:43.681993+02,2.28,f,17,0.536,
1568,5,250,car,,2026-05-05 17:40:47.281659+02,2026-05-05 17:41:00.438619+02,13.16,f,93,0.508,
1569,5,474,car,,2026-05-05 17:40:48.260353+02,2026-05-05 17:41:03.189342+02,14.93,f,105,0.423,
1567,5,742,truck,,2026-05-05 17:40:51.150452+02,2026-05-05 17:40:55.628374+02,4.48,f,32,0.551,
1570,5,621,car,,2026-05-05 17:41:00.297377+02,2026-05-05 17:41:03.189342+02,2.89,f,21,0.438,
1575,5,250,car,,2026-05-05 17:41:00.868218+02,2026-05-05 17:41:10.882382+02,10.01,f,70,0.489,
1571,5,474,car,,2026-05-05 17:41:04.060272+02,2026-05-05 17:41:08.105477+02,4.05,f,29,0.366,
1572,5,777,truck,Kafasan L2,2026-05-05 17:41:06.964364+02,2026-05-05 17:41:10.141877+02,3.18,f,23,0.882,
1573,5,621,car,,2026-05-05 17:41:08.251301+02,2026-05-05 17:41:10.290152+02,2.04,f,15,0.545,
1576,5,621,car,,2026-05-05 17:41:10.882382+02,2026-05-05 17:41:13.183297+02,2.3,f,17,0.42,
1582,5,250,car,,2026-05-05 17:41:12.175319+02,2026-05-05 17:41:27.074455+02,14.9,f,103,0.467,
1579,5,2,car,,2026-05-05 17:41:12.60814+02,2026-05-05 17:41:24.296142+02,11.69,f,81,0.688,
1577,5,474,car,,2026-05-05 17:41:13.757674+02,2026-05-05 17:41:16.859803+02,3.1,f,22,0.392,
1578,5,474,car,,2026-05-05 17:41:17.149549+02,2026-05-05 17:41:19.349362+02,2.2,f,16,0.345,
1581,5,474,car,,2026-05-05 17:41:20.221635+02,2026-05-05 17:41:26.346254+02,6.12,f,43,0.365,
1580,5,796,truck,,2026-05-05 17:41:23.128362+02,2026-05-05 17:41:25.75197+02,2.62,f,19,0.787,
1583,5,2,car,,2026-05-05 17:41:24.589205+02,2026-05-05 17:41:29.226111+02,4.64,f,33,0.689,
1590,5,797,truck,,2026-05-05 17:41:26.055649+02,2026-05-05 17:42:16.003554+02,49.95,f,182,0.944,
1584,5,2,car,,2026-05-05 17:41:31.052875+02,2026-05-05 17:41:35.004641+02,3.95,f,28,0.65,
1586,5,2,car,,2026-05-05 17:41:35.293572+02,2026-05-05 17:41:40.581562+02,5.29,f,37,0.63,
1585,5,825,truck,,2026-05-05 17:41:36.527742+02,2026-05-05 17:41:40.581562+02,4.05,f,29,0.57,
1587,5,2,car,,2026-05-05 17:41:40.871121+02,2026-05-05 17:42:16.003554+02,35.13,f,81,0.632,
1588,5,827,truck,,2026-05-05 17:41:44.998604+02,2026-05-05 17:42:16.003554+02,31,f,52,0.59,
1589,5,826,car,Kafasan L2,2026-05-05 17:41:44.998604+02,2026-05-05 17:42:16.003554+02,31,f,52,0.781,
1593,5,836,car,,2026-05-05 17:42:18.012257+02,2026-05-05 17:42:23.709343+02,5.7,f,41,0.47,
1591,5,839,car,,2026-05-05 17:42:18.716261+02,2026-05-05 17:42:22.283527+02,3.57,f,26,0.468,
1592,5,840,car,,2026-05-05 17:42:18.716261+02,2026-05-05 17:42:23.709343+02,4.99,f,36,0.407,
1598,5,2,car,,2026-05-05 17:42:19.566823+02,2026-05-05 17:42:46.761268+02,27.19,f,183,0.72,
1594,5,839,car,,2026-05-05 17:42:23.876846+02,2026-05-05 17:42:25.981095+02,2.1,f,15,0.482,
1595,5,840,car,,2026-05-05 17:42:24.486505+02,2026-05-05 17:42:40.540034+02,16.05,f,107,0.389,
1611,5,836,car,,2026-05-05 17:42:27.4394+02,2026-05-05 17:43:52.131216+02,84.69,f,389,0.465,
1596,5,840,car,,2026-05-05 17:42:41.431821+02,2026-05-05 17:42:43.86038+02,2.43,f,17,0.342,
1599,5,869,car,,2026-05-05 17:42:43.86038+02,2026-05-05 17:42:46.761268+02,2.9,f,21,0.572,
1597,5,840,car,,2026-05-05 17:42:44.15003+02,2026-05-05 17:42:46.617053+02,2.47,f,18,0.393,
1600,5,2,car,,2026-05-05 17:42:47.061254+02,2026-05-05 17:43:15.666437+02,28.61,f,20,0.618,
1608,5,2,car,,2026-05-05 17:43:15.95358+02,2026-05-05 17:43:49.417046+02,33.46,f,219,0.651,
1603,5,863,car,,2026-05-05 17:43:17.086807+02,2026-05-05 17:43:27.49586+02,10.41,f,73,0.362,
1601,5,885,car,Kafasan L3,2026-05-05 17:43:17.22771+02,2026-05-05 17:43:27.49586+02,10.27,f,72,0.774,
1602,5,886,car,,2026-05-05 17:43:17.22771+02,2026-05-05 17:43:27.49586+02,10.27,f,72,0.417,
1604,5,895,car,,2026-05-05 17:43:32.289687+02,2026-05-05 17:43:34.87728+02,2.59,f,19,0.355,
1605,5,904,truck,,2026-05-05 17:43:33.586457+02,2026-05-05 17:43:37.785147+02,4.2,f,15,0.541,
1606,5,895,car,,2026-05-05 17:43:39.242653+02,2026-05-05 17:43:42.198865+02,2.96,f,22,0.392,
1607,5,895,car,,2026-05-05 17:43:42.480712+02,2026-05-05 17:43:44.591401+02,2.11,f,16,0.345,
1610,5,895,car,,2026-05-05 17:43:45.442347+02,2026-05-05 17:43:51.423405+02,5.98,f,43,0.365,
1609,5,916,truck,,2026-05-05 17:43:48.260419+02,2026-05-05 17:43:50.850656+02,2.59,f,19,0.787,
1612,5,2,car,,2026-05-05 17:43:49.707302+02,2026-05-05 17:43:54.267472+02,4.56,f,33,0.689,
1619,5,917,truck,,2026-05-05 17:43:51.137874+02,2026-05-05 17:44:17.184067+02,26.05,f,182,0.944,
1613,5,2,car,,2026-05-05 17:43:56.000176+02,2026-05-05 17:43:59.960687+02,3.96,f,28,0.65,
1615,5,2,car,,2026-05-05 17:44:00.2599+02,2026-05-05 17:44:05.452032+02,5.19,f,37,0.63,
1614,5,945,truck,,2026-05-05 17:44:01.437781+02,2026-05-05 17:44:05.452032+02,4.01,f,29,0.57,
1617,5,2,car,,2026-05-05 17:44:05.744237+02,2026-05-05 17:44:17.184067+02,11.44,f,81,0.632,
1616,5,946,car,Kafasan L2,2026-05-05 17:44:09.852309+02,2026-05-05 17:44:17.184067+02,7.33,f,52,0.781,
1618,5,947,truck,,2026-05-05 17:44:09.852309+02,2026-05-05 17:44:17.184067+02,7.33,f,52,0.59,
1622,5,956,car,,2026-05-05 17:44:19.236026+02,2026-05-05 17:44:25.146464+02,5.91,f,41,0.47,
1620,5,959,car,,2026-05-05 17:44:19.964104+02,2026-05-05 17:44:23.681791+02,3.72,f,26,0.468,
1621,5,960,car,,2026-05-05 17:44:19.964104+02,2026-05-05 17:44:25.146464+02,5.18,f,36,0.407,
1627,5,2,car,,2026-05-05 17:44:20.870364+02,2026-05-05 17:44:47.227739+02,26.36,f,183,0.72,
1623,5,959,car,,2026-05-05 17:44:25.292144+02,2026-05-05 17:44:27.291652+02,2,f,15,0.482,
1624,5,960,car,,2026-05-05 17:44:25.861546+02,2026-05-05 17:44:41.175859+02,15.31,f,107,0.389,
1639,5,956,car,,2026-05-05 17:44:28.732472+02,2026-05-05 17:45:30.957758+02,62.23,f,413,0.468,
1625,5,960,car,,2026-05-05 17:44:42.044331+02,2026-05-05 17:44:44.363063+02,2.32,f,17,0.342,
1628,5,989,car,,2026-05-05 17:44:44.363063+02,2026-05-05 17:44:47.227739+02,2.86,f,21,0.572,
1626,5,960,car,,2026-05-05 17:44:44.65612+02,2026-05-05 17:44:47.08716+02,2.43,f,18,0.393,
1629,5,2,car,,2026-05-05 17:44:47.521188+02,2026-05-05 17:44:50.279345+02,2.76,f,20,0.618,
1636,5,2,car,,2026-05-05 17:44:50.571504+02,2026-05-05 17:45:19.399356+02,28.83,f,183,0.615,
1632,5,983,car,,2026-05-05 17:44:51.734822+02,2026-05-05 17:45:02.124298+02,10.39,f,73,0.362,
1630,5,1005,car,Kafasan L3,2026-05-05 17:44:51.879677+02,2026-05-05 17:45:02.124298+02,10.24,f,72,0.774,
1631,5,1006,car,,2026-05-05 17:44:51.879677+02,2026-05-05 17:45:02.124298+02,10.24,f,72,0.417,
1633,5,1015,car,,2026-05-05 17:45:06.987859+02,2026-05-05 17:45:09.642619+02,2.65,f,19,0.355,
1635,5,1024,truck,,2026-05-05 17:45:08.293954+02,2026-05-05 17:45:19.399356+02,11.11,f,61,0.573,
1634,5,1015,car,,2026-05-05 17:45:14.61275+02,2026-05-05 17:45:17.995767+02,3.38,f,24,0.358,
1641,5,2,car,,2026-05-05 17:45:20.70319+02,2026-05-05 17:45:33.13686+02,12.43,f,86,0.578,
1637,5,1026,car,,2026-05-05 17:45:21.283749+02,2026-05-05 17:45:28.396126+02,7.11,f,50,0.565,
1638,5,1032,car,Kafasan L2,2026-05-05 17:45:28.107994+02,2026-05-05 17:45:30.177738+02,2.07,f,15,0.8,
1640,5,1033,truck,,2026-05-05 17:45:28.830043+02,2026-05-05 17:45:33.13686+02,4.31,f,30,0.594,
1642,5,956,car,,2026-05-05 17:45:31.544462+02,2026-05-05 17:45:35.159713+02,3.62,f,26,0.451,
1643,5,1041,truck,Kafasan L2,2026-05-05 17:45:33.13686+02,2026-05-05 17:45:37.824144+02,4.69,f,33,0.865,
1645,5,2,car,,2026-05-05 17:45:36.037872+02,2026-05-05 17:45:41.873136+02,5.84,f,41,0.617,
1644,5,956,car,,2026-05-05 17:45:38.116742+02,2026-05-05 17:45:40.147988+02,2.03,f,15,0.376,
1647,5,956,car,,2026-05-05 17:45:40.870485+02,2026-05-05 17:45:46.955898+02,6.09,f,43,0.453,
1648,5,2,truck,,2026-05-05 17:45:42.165077+02,2026-05-05 17:45:47.101301+02,4.94,f,35,0.611,
1646,5,1063,car,,2026-05-05 17:45:42.31488+02,2026-05-05 17:45:44.897756+02,2.58,f,19,0.543,
1651,5,956,car,,2026-05-05 17:45:47.250451+02,2026-05-05 17:46:02.319792+02,15.07,f,62,0.488,
1649,5,2,truck,,2026-05-05 17:45:54.151709+02,2026-05-05 17:45:58.261232+02,4.11,f,29,0.593,
1650,5,1067,car,,2026-05-05 17:45:54.439752+02,2026-05-05 17:45:58.261232+02,3.82,f,27,0.57,
1653,5,2,truck,,2026-05-05 17:45:59.412983+02,2026-05-05 17:46:11.468233+02,12.06,f,69,0.585,
1652,5,1071,car,,2026-05-05 17:45:59.556876+02,2026-05-05 17:46:07.388729+02,7.83,f,55,0.573,
1654,5,956,car,,2026-05-05 17:46:02.613049+02,2026-05-05 17:46:14.633851+02,12.02,f,69,0.462,
1656,5,2,truck,,2026-05-05 17:46:13.901931+02,2026-05-05 17:46:16.820888+02,2.92,f,21,0.564,
1655,5,1080,car,,2026-05-05 17:46:14.338617+02,2026-05-05 17:46:16.820888+02,2.48,f,18,0.573,
1657,5,956,car,,2026-05-05 17:46:15.217515+02,2026-05-05 17:46:18.874507+02,3.66,f,26,0.451,
1658,5,1086,truck,Kafasan L2,2026-05-05 17:46:16.820888+02,2026-05-05 17:46:21.527764+02,4.71,f,33,0.865,
1660,5,2,car,,2026-05-05 17:46:19.753772+02,2026-05-05 17:46:25.619343+02,5.87,f,41,0.617,
1659,5,956,car,,2026-05-05 17:46:21.820841+02,2026-05-05 17:46:23.877854+02,2.06,f,15,0.376,
1662,5,956,car,,2026-05-05 17:46:24.599987+02,2026-05-05 17:46:30.696324+02,6.1,f,43,0.453,
1663,5,2,truck,,2026-05-05 17:46:25.907591+02,2026-05-05 17:46:30.840475+02,4.93,f,35,0.611,
1661,5,1108,car,,2026-05-05 17:46:26.054847+02,2026-05-05 17:46:28.659487+02,2.6,f,19,0.543,
1666,5,956,car,,2026-05-05 17:46:30.986234+02,2026-05-05 17:46:39.845269+02,8.86,f,62,0.488,
1665,5,2,truck,,2026-05-05 17:46:31.703936+02,2026-05-05 17:46:35.761384+02,4.06,f,29,0.593,
1664,5,1112,car,,2026-05-05 17:46:31.992474+02,2026-05-05 17:46:35.761384+02,3.77,f,27,0.57,
1668,5,2,truck,,2026-05-05 17:46:36.916207+02,2026-05-05 17:46:48.948698+02,12.03,f,69,0.585,
1667,5,1116,car,,2026-05-05 17:46:37.062423+02,2026-05-05 17:46:44.863795+02,7.8,f,55,0.573,
1670,5,956,car,,2026-05-05 17:46:40.135573+02,2026-05-05 17:46:56.735785+02,16.6,f,101,0.469,
1673,5,2,car,,2026-05-05 17:46:52.813568+02,2026-05-05 17:47:04.65008+02,11.84,f,82,0.6,
1669,5,1132,car,Kafasan L2,2026-05-05 17:46:53.821397+02,2026-05-05 17:46:56.292904+02,2.47,f,18,0.779,
1671,5,956,car,,2026-05-05 17:46:57.168724+02,2026-05-05 17:47:02.415234+02,5.25,f,37,0.485,
1672,5,1152,truck,,2026-05-05 17:46:57.601314+02,2026-05-05 17:47:04.65008+02,7.05,f,49,0.571,
1674,5,956,car,,2026-05-05 17:47:03.000914+02,2026-05-05 17:47:06.731031+02,3.73,f,26,0.451,
1675,5,1161,truck,Kafasan L2,2026-05-05 17:47:04.65008+02,2026-05-05 17:47:09.366812+02,4.72,f,33,0.865,
1677,5,2,car,,2026-05-05 17:47:07.612569+02,2026-05-05 17:47:13.467991+02,5.86,f,41,0.617,
1676,5,956,car,,2026-05-05 17:47:09.661379+02,2026-05-05 17:47:11.731904+02,2.07,f,15,0.376,
1679,5,956,car,,2026-05-05 17:47:12.455696+02,2026-05-05 17:47:18.58497+02,6.13,f,43,0.453,
1680,5,2,truck,,2026-05-05 17:47:13.759974+02,2026-05-05 17:47:18.731338+02,4.97,f,35,0.611,
1678,5,1180,car,,2026-05-05 17:47:13.906952+02,2026-05-05 17:47:16.531022+02,2.62,f,19,0.543,
1683,5,956,car,,2026-05-05 17:47:18.879781+02,2026-05-05 17:47:27.845515+02,8.97,f,62,0.488,
1682,5,2,truck,,2026-05-05 17:47:19.619684+02,2026-05-05 17:47:23.745831+02,4.13,f,29,0.593,
1681,5,1184,car,,2026-05-05 17:47:19.917326+02,2026-05-05 17:47:23.745831+02,3.83,f,27,0.57,
1685,5,2,truck,,2026-05-05 17:47:24.915924+02,2026-05-05 17:47:37.253418+02,12.34,f,69,0.585,
1684,5,1188,car,,2026-05-05 17:47:25.075425+02,2026-05-05 17:47:33.12649+02,8.05,f,55,0.573,
1687,5,956,car,,2026-05-05 17:47:28.137146+02,2026-05-05 17:47:45.48978+02,17.35,f,101,0.469,
1689,5,2,car,,2026-05-05 17:47:41.288606+02,2026-05-05 17:47:55.952617+02,14.66,f,100,0.604,
1686,5,1204,car,Kafasan L2,2026-05-05 17:47:42.374837+02,2026-05-05 17:47:45.03254+02,2.66,f,18,0.779,
1697,5,956,car,,2026-05-05 17:47:45.931402+02,2026-05-05 17:48:25.488706+02,39.56,f,232,0.467,
1688,5,1224,truck,,2026-05-05 17:47:46.368468+02,2026-05-05 17:47:55.952617+02,9.58,f,67,0.571,
1690,5,2,car,,2026-05-05 17:47:56.25042+02,2026-05-05 17:48:05.12275+02,8.87,f,62,0.602,
1691,5,1230,truck,,2026-05-05 17:48:00.492243+02,2026-05-05 17:48:05.12275+02,4.63,f,33,0.574,
1692,5,2,car,,2026-05-05 17:48:05.41525+02,2026-05-05 17:48:07.906148+02,2.49,f,18,0.626,
1693,5,1240,car,Kafasan L2,2026-05-05 17:48:07.318912+02,2026-05-05 17:48:09.524833+02,2.21,f,16,0.772,
1695,5,2,car,,2026-05-05 17:48:08.202304+02,2026-05-05 17:48:19.532205+02,11.33,f,38,0.608,
1694,5,1247,car,,2026-05-05 17:48:09.670844+02,2026-05-05 17:48:18.817613+02,9.15,f,23,0.585,
1701,5,2,car,,2026-05-05 17:48:19.823664+02,2026-05-05 17:48:32.484389+02,12.66,f,88,0.625,
1698,5,1256,car,Kafasan L2,2026-05-05 17:48:20.393391+02,2026-05-05 17:48:25.634339+02,5.24,f,37,0.807,
1696,5,1257,truck,,2026-05-05 17:48:20.535695+02,2026-05-05 17:48:23.00689+02,2.47,f,18,0.558,
1709,5,956,car,,2026-05-05 17:48:25.933939+02,2026-05-05 17:48:59.410946+02,33.48,f,215,0.459,
1699,5,1275,truck,,2026-05-05 17:48:28.274351+02,2026-05-05 17:48:30.318804+02,2.04,f,15,0.556,
1700,5,1277,car,Kafasan L2,2026-05-05 17:48:29.443696+02,2026-05-05 17:48:32.191808+02,2.75,f,20,0.799,lane_switch:Kafasan L2>Kafasan L3
1703,5,2,car,,2026-05-05 17:48:35.06935+02,2026-05-05 17:48:44.874599+02,9.81,f,69,0.602,
1702,5,1288,truck,,2026-05-05 17:48:40.219597+02,2026-05-05 17:48:44.874599+02,4.66,f,33,0.574,
1704,5,2,car,,2026-05-05 17:48:45.167954+02,2026-05-05 17:48:47.780873+02,2.61,f,18,0.626,
1705,5,1298,car,Kafasan L2,2026-05-05 17:48:47.202617+02,2026-05-05 17:48:49.384428+02,2.18,f,16,0.772,
1707,5,2,car,,2026-05-05 17:48:48.073699+02,2026-05-05 17:48:53.468273+02,5.39,f,38,0.608,
